question_id,question_text,question_type,introduction_text,request_for_answer_text,answer_options_text,instruction_text,quality_mean,language,study,domain,subdomain,concept,concept_subtype,response_scale_basic_choice,number_of_categories,position,question_name,is_gdpr_article_9
0ba0a16728b9,"Please indicate on a scale of 0 to 10 how secure your job is , where 0 is not at all secure and 10 is very secure.  Please tick one box that is closest to your opinion.",select_one,"",please indicate on a scale of 0 to 10 how secure your job is where 0 is not at all secure and 10 is very secure that is closest to your opinion,"0 not at all secure
01
02
03
04
05
06
07
08
09
10 very secure","",0.55,English,ESS Round 2,Work,Prospects/career,Evaluative belief,.,More than two-category scales,11,404,testa33,NA
0c651a48a509,GPs rarely treat their patients as their equals.,select_one,"",gps rarely treat their patients as their equals,"1 agree strongly
2 agree
3 neither agree nor disagree
4 disagree
5 disagree strongly","",0.411,English,ESS Round 2,Health,Doctor's treatment,All other simple concepts,Evaluation,More than two-category scales,5,404,testa06,NA
9325af5c5276,Do employees need strong trade unions to protect their working conditions and wages ? Please tick one box.,select_one,"",do employees need strong trade unions to protect their working conditions and wages ?,"Definitely 
Probably 
Not sure either way 
Probably not 
Definitely not","",0.598,English,ESS Round 1,Work,Prospects/career,All other simple concepts,Norm,More than two-category scales,5,286,TEST36,NA
e94f163e1c26,The questions focus on the police in [country].  Based on what you have heard or your own experience how unsuccessful or successful do you think the police are at preventing crimes in [country] where violence is used or threatened? Please tick one box.,select_one,The questions focus on the police in [country].,based on what you have heard or your own experience how unsuccessful or successful do you think the police are at preventing crimes in [country] where violence is used or threatened?,"0 Very unsuccessful
1 Rather unsuccessful
2 Neither unsuccessful nor successful
3 Rather successful
4 Very successful",The questions focus on the police in [country].,0.481,English,ESS Round 5,National politics,.,All other simple concepts,Evaluation,More than two-category scales,5,299,testd13,NA
3cfc3bae8b34,"CBS is considering using data from smartphones and other devices to replace part of the data collection with questionnaires. This could make data collection easier and better.  Would you participate in a CBS survey which asks you to let your location be tracked for statistics on roads, public transport and travel behaviour?",select_one,CBS is considering using data from smartphones and other devices to replace part of the data collection with questionnaires. This could make data collection easier and better.,would you participate in a cbs survey which asks you to let your location be tracked for statistics on roads public transport and travel behaviour?,"ABSOLUTELY YES, PROBABLY YES, MAYBE, PROBABLY NO, ABSOLUTELY NO, DO NOT KNOW",CBS is considering using data from smartphones and other devices to replace part of the data collection with questionnaires. This could make data collection easier and better.,0.5135000000000001,English,smart_survey_perceptions,Other domains,.,Feeling,.,More than two-category scales,5,9,MWMG.9aE6,NA
ce6d0140ddfd,Having children strongly interferes with the freedom of parents.,select_one,"",having children strongly interferes with the freedom of parents,"Strongly agree
Agree
Neither agree nor disagree
Disagree
Strongly disagree","",0.472,English,Pretest SDM 2019,Family,Relations to members,Complex concepts,Other,More than two-category scales,5,15,attchi22,NA
d52bc6d03024,Wird Österreich durch Zuwanderer zu einem schlechteren oder besseren Ort zum Leben?,select_one,"",wird österreich durch zuwanderer zu einem schlechteren oder besseren ort zum leben?,"0 wird zu einem schlechteren Ort zum Leben
1
2
3
4 wird zu einem besseren Ort zum Leben","",0.567,German,ESS Round 6,Living conditions and background variables,Place of residence,Evaluative belief,.,More than two-category scales,5,30,teste30,NA
9ea9f2eb2405,Wie viel Zeit verbringen Sie an einem normalen Wochentag mit Radiohören?,select_one,"",wie viel zeit verbringen sie an einem normalen wochentag mit radiohören?,"0. überhaupt keine Zeit
1. sehr wenig Zeit.
2. ein wenig Zeit.
3. einige Zeit.
4. recht viel Zeit.
5. viel Zeit.
6. sehr viel Zeit.","",-1.0,German,ESS Round 4,Leisure activities,Radio,"Facts, background, or behaviour",.,More than two-category scales,7,287,testc14,NA
33a47cc8cc58,"Nun würden wir Ihnen gerne ein paar Fragen zu Staat und Politik stellen.  Bitte teilen Sie uns auf einer Skala von 0 bis 10 mit, wie sehr Sie persönlich dem  österreichischen Parlament vertrauen. Wenn Sie überhaupt kein Vertrauen haben, antworten Sie mit der Zahl 0. Wenn Sie vollkommenes Vertrauen haben, mit der Zahl 10. Sie können jede Zahl zwischen 0 und 10 vergeben.",integer,Nun würden wir Ihnen gerne ein paar Fragen zu Staat und Politik stellen.,bitte teilen sie uns auf einer skala von 0 bis 10 mit wie sehr sie persönlich dem österreichischen parlament vertrauen wenn sie überhaupt kein vertrauen haben antworten sie mit der zahl 0 wenn sie vollkommenes vertrauen haben mit der zahl 10 sie können jede zahl zwischen 0 und 10 vergeben,.,Nun würden wir Ihnen gerne ein paar Fragen zu Staat und Politik stellen.,0.67,German,ESS Round 4,National politics,.,Feeling,.,Numerical open-ended answers,11,289,testc28,NA
c828a677ac9a,How easy do you personally find it to take part in politics? Please tick one box.,select_one,"",how easy do you personally find it to take part in politics?,"Not at all easy
A little easy
Quite easy
Very easy
Extremely easy","",0.529,English,ESS Round 7,Personal relations,Membership of organisations,Complex concepts,Other,More than two-category scales,5,222,testf18,NA
b999d480808c,"On an average weekday, how much time, in total, do you spend watching television. Write in",integer,"",on an average weekday how much time in total do you spend watching television write in,"hours
and minutes","",-1.0,English,ESS Round 1,Leisure activities,Television,"Facts, background, or behaviour",.,Numerical open-ended answers,.,275,TEST1A,NA
2a47621acff9,How many cigarettes have you smoked in your entire life? A pack usually has 20 cigarettes in it.,select_one,"",how many cigarettes have you smoked in your entire life? a pack usually has 20 cigarettes in it,"Never smoked, even a puff
1 or more puffs but never a whole cigarette
1 to 10 cigarettes (about ½ pack total)
11 to 20 cigarettes (about ½ pack to 1 pack)
21 to 50 cigarettes (more than 1 pack but less than 3 packs)
51 to 99 cigarettes (more than 2 ½ packs but less than 5 packs)
100 or more cigarettes (5 packs or more)","",0.13000000000000003,English,AC_HAP,Health,Use of drugs,"Facts, background, or behaviour",.,More than two-category scales,7,1,.,NA
e2d534227bdc,"Bei den letzten Fragen geht es darum, wie Sie sich in der letzten Woche gefühlt haben oder was Sie in der letzten Woche getan haben könnten.  Wie sehr haben Sie sich in der letzten Woche deprimiert oder niedergeschlagen gefühlt?",select_one,"Bei den letzten Fragen geht es darum, wie Sie sich in der letzten Woche gefühlt haben oder was Sie in der letzten Woche getan haben könnten.",wie sehr haben sie sich in der letzten woche deprimiert oder niedergeschlagen gefühlt?,"0 überhaupt nicht deprimiert oder niedergeschlagen 
1
2
3
4
5 äußerst deprimiert oder niedergeschlagen","Bei den letzten Fragen geht es darum, wie Sie sich in der letzten Woche gefühlt haben oder was Sie in der letzten Woche getan haben könnten.",0.559,German,ESS Round 6,Health,Personal mental health condition,Feeling,.,More than two-category scales,6,34,teste34,NA
4129bfba4dd7,A pre-school child suffers if his or her mother works.,select_one,"",a pre-school child suffers if his or her mother works,"Strongly agree
Agree
Neither agree nor disagree 
Disagree
Strongly disagree","",0.474,English,Pretest SDM 2019,Family,Relations to members,Complex concepts,Other,More than two-category scales,5,7,genrol12,NA
7a1d785eddaf,How harmful do you think today’s cigarettes are compared to those of five years ago?,select_one,"",how harmful do you think today's cigarettes are compared to those of five years ago?,"Much less harmful 
Somewhat less harmful 
About the same
Somewhat more harmful 
Much more harmful","",0.492,English,AC_HAP,Health,Use of drugs,All other simple concepts,Relationship,More than two-category scales,5,3,.,NA
cad7e84653f1,How about people from the poorer countries outside Europe?,select_one,"",how about people from the poorer countries outside europe?,"1 Allow many to come and live here
2 Allow some
3 Allow a few 
4 Allow none","",0.661,English,ESS Round 3,National politics,.,All other simple concepts,Policy,More than two-category scales,4,336,testb15,NA
